"stepOne_Param","stepOneTwo_Param","stepTwoTwo_Param","rewards_Param","stepOneChoice","stepTwoChoice","reward","rewardProbabilities","isHighProbOne","isHighProbTwo","trial_type","trial_index","time_elapsed","internal_node_id"
"[0,1]","[0,1]","[3,2]","[true,false,true,false]","0","1","false","[0.5325524167876815,0.3316126944961692,0.6681473800344261,0.6480907490225893]","true","true","dawsTwoStep","116","305178","0.0-116.0"
"[1,0]","[0,1]","[2,3]","[true,false,true,false]","0","0","true","[0.5101587476232198,0.32313686046310147,0.6610930868685071,0.6410345934900881]","true","true","dawsTwoStep","117","308260","0.0-117.0"
"[1,0]","[1,0]","[3,2]","[true,true,false,true]","0","0","true","[0.5110907115744291,0.3014831880041034,0.6915324397447241,0.5764325527768763]","true","true","dawsTwoStep","118","310508","0.0-118.0"
"[1,0]","[3,2]","[2,3]","[true,true,true,true]","1","2","true","[0.5090615214445303,0.34741126701999686,0.7185418418862224,0.5532440459513055]","false","true","dawsTwoStep","119","312855","0.0-119.0"
"[1,0]","[0,1]","[2,3]","[true,true,true,true]","1","3","true","[0.4954977066944139,0.3697593807267001,0.6476620280917089,0.5255157723390637]","true","true","dawsTwoStep","120","315174","0.0-120.0"
"[0,1]","[1,0]","[2,3]","[true,false,false,true]","1","2","false","[0.5265238661457561,0.41330850151103055,0.6624492424200529,0.5541044270466384]","true","true","dawsTwoStep","121","317650","0.0-121.0"
"[1,0]","[1,0]","[1,0]","[true,true,true,true]","0","0","true","[0.5168338201915582,0.41079432780319436,0.6592463724417845,0.5851867915001033]","true","false","dawsTwoStep","122","320156","0.0-122.0"
"[0,1]","[3,2]","[2,3]","[false,false,true,true]","0","3","true","[0.509195022321655,0.4414715077613269,0.6660528921265523,0.5870952226531163]","false","true","dawsTwoStep","123","322612","0.0-123.0"
"[1,0]","[1,0]","[1,0]","[true,false,false,false]","1","0","true","[0.4710616866937811,0.44139265454019605,0.6222882776819717,0.6055026476346933]","true","false","dawsTwoStep","124","325013","0.0-124.0"
"[1,0]","[2,3]","[0,1]","[false,false,true,false]","0","2","true","[0.4695026721556985,0.4288636403945697,0.6255363202615019,0.5806171713812392]","false","false","dawsTwoStep","125","327342","0.0-125.0"
"[0,1]","[1,0]","[0,1]","[false,true,true,false]","1","1","true","[0.4600749326620603,0.4701981554396109,0.615774595229792,0.5756243862270662]","true","false","dawsTwoStep","126","329674","0.0-126.0"
"[1,0]","[0,1]","[0,1]","[true,false,true,true]","1","0","true","[0.4494529970803333,0.4319449879688146,0.5897613455344788,0.559850009410288]","true","false","dawsTwoStep","127","332127","0.0-127.0"
"[0,1]","[0,1]","[1,0]","[true,false,true,false]","0","1","false","[0.46063439663265227,0.4406135490309415,0.5405878110061454,0.538749762967259]","true","false","dawsTwoStep","128","334300","0.0-128.0"
