"stepOne_Param","stepOneTwo_Param","stepTwoTwo_Param","rewards_Param","stepOneChoice","stepTwoChoice","reward","rewardProbabilities","isHighProbOne","isHighProbTwo","trial_type","trial_index","time_elapsed","internal_node_id"
"[0,1]","[0,1]","[3,2]","[false,true,true,false]","1","3","false","[0.5655612402354968,0.4122895608086709,0.6795039356209848,0.3938107274478913]","true","true","dawsTwoStep","124","326162","0.0-124.0"
"[1,0]","[0,1]","[0,1]","[true,false,true,false]","0","1","false","[0.575513548398107,0.37576097083564003,0.6904541071844593,0.4016649967951245]","true","false","dawsTwoStep","125","328418","0.0-125.0"
"[0,1]","[2,3]","[2,3]","[true,false,false,false]","1","2","false","[0.5336453478628045,0.37558214595667017,0.690512025592594,0.4458020315386287]","false","true","dawsTwoStep","126","330490","0.0-126.0"
"[0,1]","[1,0]","[2,3]","[false,true,false,false]","1","3","false","[0.4750450874373389,0.35840778847884563,0.6980676911418284,0.4216729888218777]","true","true","dawsTwoStep","127","332831","0.0-127.0"
"[0,1]","[2,3]","[3,2]","[true,false,false,false]","1","3","false","[0.44108383485311764,0.39232100752697735,0.7161349681821269,0.46727254730805207]","false","true","dawsTwoStep","128","335151","0.0-128.0"
"[1,0]","[1,0]","[2,3]","[false,false,true,true]","0","0","false","[0.43404566360561314,0.3875348099032711,0.6918650544462918,0.47126554858906633]","true","true","dawsTwoStep","129","337268","0.0-129.0"
"[1,0]","[1,0]","[2,3]","[true,false,true,true]","0","1","false","[0.46227299808243527,0.36898645635402,0.6841142137004997,0.46310394192738774]","true","true","dawsTwoStep","130","339422","0.0-130.0"
"[1,0]","[1,0]","[2,3]","[false,false,true,true]","0","1","false","[0.4596819824770815,0.341173834967892,0.7067277122089567,0.5110262016736089]","true","true","dawsTwoStep","131","341723","0.0-131.0"
"[0,1]","[1,0]","[2,3]","[false,false,true,false]","1","3","false","[0.5075810506950055,0.3534877114444801,0.7039706117057943,0.5165493541109502]","true","true","dawsTwoStep","132","344124","0.0-132.0"
"[1,0]","[0,1]","[0,1]","[true,true,false,false]","0","1","true","[0.480760890765069,0.363166577152873,0.6791913955791562,0.5098563413884543]","true","false","dawsTwoStep","133","346341","0.0-133.0"
"[0,1]","[3,2]","[2,3]","[true,true,false,false]","1","3","false","[0.4145063668627338,0.3960148009663269,0.6417495500452357,0.47025246052144654]","false","true","dawsTwoStep","134","348496","0.0-134.0"
"[1,0]","[0,1]","[3,2]","[true,false,true,false]","0","1","false","[0.3866857587551593,0.41686496951439533,0.6086970293367332,0.4526915902142209]","true","true","dawsTwoStep","135","350951","0.0-135.0"
"[1,0]","[0,1]","[1,0]","[true,false,true,false]","0","0","true","[0.38377199034747184,0.4250121900760205,0.5843899694321744,0.4693664978155599]","true","false","dawsTwoStep","136","353581","0.0-136.0"
